variant	bin_name	phase3_dist	phase4_mode	calc_variant	job_id	nodes	ntasks_alloc	species	np	rep	status	exit_code	t_phase3_s	t_phase4_s	t_total_program_s	elapsed_seconds	mem_per_node	nodelist	log_file	output_file
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	1	1	FAIL	137	NA	NA	NA	774	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np1_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np1_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	1	2	FAIL	137	NA	NA	NA	772	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np1_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np1_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	1	3	FAIL	137	NA	NA	NA	772	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np1_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np1_rep3_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	2	1	FAIL	137	NA	NA	NA	397	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np2_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np2_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	2	2	FAIL	137	NA	NA	NA	396	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np2_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np2_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	2	3	FAIL	137	NA	NA	NA	395	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np2_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np2_rep3_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	4	1	FAIL	137	NA	NA	NA	207	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np4_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np4_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	4	2	FAIL	137	NA	NA	NA	208	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np4_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np4_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	4	3	FAIL	137	NA	NA	NA	205	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np4_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np4_rep3_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	8	1	FAIL	137	NA	NA	NA	113	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np8_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np8_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	8	2	FAIL	137	NA	NA	NA	113	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np8_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np8_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	8	3	FAIL	137	NA	NA	NA	114	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np8_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np8_rep3_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	16	1	FAIL	137	NA	NA	NA	67	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np16_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np16_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	16	2	FAIL	137	NA	NA	NA	68	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np16_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np16_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	16	3	FAIL	137	NA	NA	NA	67	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np16_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np16_rep3_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	32	1	FAIL	137	NA	NA	NA	43	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np32_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np32_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	32	2	FAIL	137	NA	NA	NA	45	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np32_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np32_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	32	3	FAIL	137	NA	NA	NA	43	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np32_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np32_rep3_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	64	1	FAIL	137	NA	NA	NA	42	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np64_rep1_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np64_rep1_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	64	2	FAIL	137	NA	NA	NA	40	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np64_rep2_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np64_rep2_8387519
balanced_base_calcbase	protspam_balanced_base_calcbase	balanced	base	calcbase	8387519	1	64	55	64	3	FAIL	137	NA	NA	NA	40	65536	ilk-237	logs_variants_55/balanced_base_calcbase_55sp_np64_rep3_8387519.log	results_variants_55/DMat_balanced_base_calcbase_55sp_np64_rep3_8387519
